Date,TD.TO_Toronto Dominion Bank,BNS.TO_Bank of Nova Scotia,BAC_Bank of America Corporation,MO_Altria Group,GBPEUR=X_GBP EUR,CADEUR=X_CAD EUR,BMO.TO_Bank of Montreal,^IXIC_NASDAQ,BTI_British American Tobacco,SNC.TO_SNC-Lavalin Group,RCI-B.TO_Rogers Communications,MU_Micron Technology,ENB.TO_Enbridge Inc
2009-01-02,22.045,33.27,14.33,15.2,1.053009,0.584662,32.150002,1577.030029,27.375,40.779999,37.450001,2.84,20.24
2009-01-05,22.665001,33.040001000000004,13.98,15.38,1.043165,0.593881,32.529999,1632.209961,27.424999,39.0,37.189999,3.32,20.1
2009-01-06,23.280001000000002,33.630001,14.28,15.15,1.078422,0.6168520000000001,34.66,1628.030029,27.195,38.599998,35.0,3.47,19.905001000000002
2009-01-07,22.780001000000002,33.650002,13.71,15.09,1.103773,0.625108,33.91,1652.380005,26.434998999999998,37.689999,33.970001,3.28,19.66
2009-01-08,23.174999,33.630001,13.54,15.1,1.107861,0.6141949999999999,33.889998999999996,1599.060059,27.434998999999998,39.400002,33.400002,3.41,20.025
2009-01-09,23.0,33.0,12.99,15.48,1.111537,0.617999,33.59,1617.01001,28.125,37.700001,32.5,3.29,19.84
2009-01-12,22.434998999999998,31.27,11.43,15.79,1.128142,0.623768,32.810001,1571.589966,27.530001000000002,36.139998999999996,32.200001,3.16,19.605
2009-01-13,22.745001000000002,31.74,10.65,16.219998999999998,1.109201,0.615492,33.450001,1538.790039,26.43,36.68,32.200001,3.15,19.975
2009-01-14,22.0,30.65,10.2,16.18,1.099601,0.6192949999999999,32.740002000000004,1546.459961,25.16,35.439999,31.73,2.93,19.93
2009-01-15,22.025,31.360001,8.32,16.370001000000002,1.106221,0.607467,32.599998,1489.640015,26.1,37.490002000000004,33.290001000000004,2.99,20.02
2009-01-16,21.85,30.450001,7.18,16.84,1.1150579999999999,0.607215,32.299999,1511.839966,26.254998999999998,37.220001,33.549999,3.4,20.195
2009-01-19,21.219998999999998,29.9,5.1,17.16,1.108487,0.605985,31.65,1529.329956,25.59,37.209998999999996,33.990002000000004,3.08,20.495001000000002
2009-01-20,19.709999,28.58,6.68,16.969998999999998,1.101685,0.609359,30.35,1440.859985,25.68,36.279999,32.57,3.44,20.049999
2009-01-21,20.639999,29.700001,5.71,16.959999,1.077034,0.613275,31.469998999999998,1507.069946,25.309998999999998,36.419998,33.939999,3.25,20.059998999999998
2009-01-22,19.834999,28.08,6.24,16.84,1.066965,0.610262,30.120001000000002,1465.48999,25.475,35.200001,33.700001,3.56,19.77
2009-01-23,19.5,28.0,6.0,16.690001000000002,1.067167,0.613885,30.469998999999998,1477.290039,25.91,34.970001,33.669998,3.4,19.66
2009-01-26,19.695,27.99,6.5,16.93,1.063099,0.6274890000000001,30.85,1489.459961,26.635,34.939999,33.82,3.49,19.895
2009-01-27,19.865,29.6,7.39,16.799999,1.0590549999999999,0.619871,32.689999,1504.900024,27.049999,36.27,33.810001,3.76,20.025
2009-01-28,21.190001000000002,31.17,6.78,16.84,1.0734290000000002,0.617631,33.700001,1558.339966,26.785,37.080002,34.790001000000004,3.57,20.23
2009-01-29,19.975,29.85,6.58,16.540001,1.08185,0.62651,32.560001,1507.839966,27.549999,35.139998999999996,34.220001,3.72,20.370001000000002
2009-01-30,19.9,29.67,6.0,16.690001000000002,1.103651,0.631264,33.25,1476.420044,26.684998999999998,34.599998,34.580002,3.6,20.120001000000002
2009-02-02,19.65,29.799999,5.3,16.93,1.13446,0.635089,32.099998,1494.430054,27.540001,35.110001000000004,34.860001000000004,3.76,20.305
2009-02-03,19.684998999999998,30.190001000000002,4.7,16.75,1.1090200000000001,0.626578,32.669998,1516.300049,26.5,35.75,35.099998,3.9,20.49
2009-02-04,19.370001000000002,29.719998999999998,4.84,16.469998999999998,1.109448,0.623404,31.700001,1515.050049,27.105,35.18,35.150002,4.07,20.68
2009-02-05,19.584999,30.49,6.13,16.959999,1.124724,0.631901,32.0,1546.23999,27.15,36.0,35.169998,4.08,20.745001000000002
2009-02-06,19.9,30.58,6.89,16.809998999999998,1.143921,0.635137,32.049999,1591.709961,27.875,37.060001,34.950001,4.32,21.049999
2009-02-09,20.344998999999998,31.17,5.56,16.469998999999998,1.1429479999999999,0.63449,31.780001000000002,1591.560059,26.809998999999998,37.25,34.529999,4.02,21.26
2009-02-10,19.559998999999998,30.18,6.07,16.469998999999998,1.146342,0.632301,30.360001,1524.72998,26.370001000000002,35.639998999999996,34.0,3.88,20.959999
2009-02-11,19.530001000000002,29.52,5.87,16.549999,1.1273600000000001,0.623872,29.98,1530.5,26.445,35.599998,33.849998,3.94,20.75
2009-02-12,18.965,29.950001,5.57,15.92,1.1151739999999999,0.626205,30.299999,1541.709961,26.065001000000002,36.0,35.0,3.73,20.799999
2009-02-13,18.575001,29.32,4.9,15.57,1.1086120000000002,0.6241869999999999,29.75,1534.359985,25.860001,35.700001,35.139998999999996,3.3,20.725
2009-02-17,17.655001000000002,27.0,4.57,15.53,1.116115,0.628225,28.08,1470.660034,25.215,33.919998,34.349998,3.2,20.245001000000002
2009-02-18,17.285,26.25,3.93,15.7,1.1171309999999999,0.629175,26.6,1467.969971,25.450001,32.549999,31.700001,3.0,20.045
2009-02-19,17.315001000000002,26.35,3.79,15.46,1.1317760000000001,0.62879,26.0,1442.819946,25.0,33.389998999999996,30.950001,2.81,20.549999
2009-02-20,16.625,24.83,3.91,15.05,1.133816,0.631537,24.66,1441.22998,24.379998999999998,32.650002,30.26,2.81,20.105
2009-02-23,16.4,24.200001,4.73,15.37,1.127019,0.628791,24.51,1387.719971,24.799999,31.639999,28.85,3.22,19.25
2009-02-24,17.625,26.24,5.16,15.41,1.11645,0.617588,26.0,1441.829956,24.5,32.02,29.6,3.22,19.139999
2009-02-25,17.924999,27.34,5.32,15.12,1.14141,0.630504,25.780001000000002,1425.430054,24.945,30.99,29.35,3.29,19.094998999999998
2009-02-26,18.985001,29.0,3.95,15.44,1.128519,0.626318,28.85,1391.469971,25.52,31.65,29.940001000000002,3.22,19.48
2009-02-27,18.695,28.709999,3.63,15.07,1.117621,0.626315,28.290001,1377.839966,24.174999,29.040001,29.92,3.01,19.049999
2009-03-02,18.07,27.030001000000002,3.65,14.62,1.1240059999999998,0.6272479999999999,26.99,1322.849976,23.225,27.799999,28.33,3.09,18.5
2009-03-03,17.719998999999998,27.02,3.59,15.07,1.125651,0.618693,27.639999,1321.01001,23.5,27.0,27.379998999999998,3.2,18.059998999999998
2009-03-04,17.985001,27.59,3.17,15.65,1.117081,0.616753,28.370001000000002,1353.73999,23.450001,28.9,27.139999,3.15,18.475
2009-03-05,17.59,26.209999,3.14,15.72,1.119392,0.616955,27.16,1299.589966,23.775,28.65,26.32,2.91,18.01
2009-03-06,17.68,26.040001,3.75,15.86,1.1218299999999999,0.62011,27.48,1293.849976,23.4,29.389999,26.200001,2.58,18.07
2009-03-09,17.334999,25.549999,4.79,16.6,1.126275,0.619045,26.950001,1268.640015,24.875,28.299999,25.84,2.88,18.24
2009-03-10,19.25,28.700001,4.93,16.389999,1.113306,0.615336,29.709999,1358.280029,23.299999,31.59,27.459999,3.2,18.5
2009-03-11,19.879998999999998,29.0,5.85,16.299999,1.0927930000000001,0.6102449999999999,30.1,1371.640015,23.725,30.700001,27.049999,3.5,18.504998999999998
2009-03-12,20.549999,30.049999,5.76,16.68,1.084558,0.613537,31.93,1426.099976,23.469998999999998,31.799999,27.780001000000002,3.64,18.6
2009-03-13,20.59,30.25,6.18,16.91,1.080837,0.605537,31.620001000000002,1431.5,23.754998999999998,31.59,28.290001,3.65,18.674999
2009-03-16,21.155001000000002,30.75,6.27,17.219998999999998,1.08002,0.605956,32.32,1404.02002,23.625,30.790001,29.129998999999998,3.68,18.950001
2009-03-17,21.764999,31.700001,7.67,16.85,1.0833,0.6095520000000001,33.150002,1462.109985,23.325001,31.5,29.75,3.77,20.0
2009-03-18,21.530001000000002,32.27,6.93,16.690001000000002,1.084766,0.6063810000000001,33.200001,1491.219971,22.764999,31.940001000000002,30.059998999999998,3.67,19.655001000000002
2009-03-19,20.865,31.209999,6.19,16.780001000000002,1.078323,0.6046729999999999,32.169998,1483.47998,22.885,32.279999,29.98,3.43,19.219998999999998
2009-03-20,20.629998999999998,30.65,7.8,17.110001,1.059336,0.594723,32.200001,1457.27002,23.415001,31.299999,29.219998999999998,3.81,19.055
2009-03-23,22.75,33.060001,7.22,17.219998999999998,1.061042,0.590052,34.119999,1555.77002,23.41,32.599998,30.34,3.7,19.455
2009-03-24,21.865,32.43,7.7,17.27,1.062224,0.593288,34.0,1516.52002,23.225,31.91,30.719998999999998,3.71,18.77
2009-03-25,21.924999,31.68,7.58,17.209999,1.069858,0.600074,33.290001000000004,1528.949951,22.700001,31.5,30.450001,4.22,18.700001
2009-03-26,22.094998999999998,31.719998999999998,7.34,16.559998999999998,1.0904049999999998,0.604047,33.84,1587.0,21.945,32.220001,30.299999,4.17,18.655001000000002
2009-03-27,21.93,31.879998999999998,6.03,16.379998999999998,1.071736,0.599056,33.41,1545.199951,22.375,32.349998,29.450001,3.88,18.0
2009-03-30,21.0,30.58,6.82,16.02,1.069056,0.600911,31.549999,1501.800049,23.0,32.0,29.59,4.06,17.799999
2009-03-31,21.73,31.07,7.05,16.299999,1.077713,0.606865,32.990002000000004,1528.589966,23.450001,32.049999,29.049999,4.18,18.174999
2009-04-01,22.275,32.130001,7.24,16.110001,1.080453,0.600927,33.919998,1551.599976,23.790001,33.189999,29.809998999999998,4.63,18.200001
2009-04-02,22.495001000000002,32.560001,7.6,16.16,1.082885,0.59817,34.560001,1602.630005,23.440001000000002,34.439999,29.5,4.5,18.35
2009-04-03,23.09,32.130001,7.48,16.16,1.0921299999999998,0.60039,34.919998,1621.869995,23.115,34.060001,28.74,4.52,18.299999
2009-04-06,22.629998999999998,31.700001,7.36,16.290001,1.094156,0.600146,35.009997999999996,1606.709961,23.245001000000002,35.169998,28.799999,4.31,18.055
2009-04-07,22.25,30.76,7.06,16.389999,1.099634,0.60252,34.25,1561.609985,23.450001,34.869999,28.49,4.28,18.115
2009-04-08,22.24,31.209999,9.55,16.309998999999998,1.099605,0.601961,34.200001,1590.660034,23.200001,35.150002,28.4,4.45,18.299999
2009-04-09,23.375,32.459998999999996,11.02,16.559998999999998,1.110233,0.609254,36.0,1652.540039,23.4,35.82,27.0,4.39,18.280001000000002
2009-04-13,23.950001,32.810001,10.09,16.48,1.108949,0.609958,37.029999,1653.310059,22.25,37.139998999999996,27.0,4.3,18.174999
2009-04-14,23.885,32.959998999999996,10.44,16.889999,1.115126,0.6206649999999999,38.029999,1625.719971,23.85,36.380001,26.74,4.5,18.0
2009-04-15,23.99,32.91,10.34,16.98,1.112633,0.619003,38.549999,1626.800049,23.975,36.400002,27.549999,4.98,18.0
2009-04-16,24.504998999999998,33.34,10.6,16.99,1.1111469999999999,0.612942,39.669998,1670.439941,23.27,36.220001,27.950001,5.0,18.209999
2009-04-17,24.844998999999998,33.77,8.02,16.93,1.122861,0.620808,40.41,1673.069946,23.065001000000002,36.16,27.700001,4.59,18.655001000000002
2009-04-20,23.5,32.52,8.76,16.73,1.1341459999999999,0.6280859999999999,38.330002,1608.209961,23.35,34.990002000000004,27.549999,4.7,18.355
2009-04-21,24.065001000000002,34.330002,8.26,16.85,1.1318979999999998,0.627595,39.639998999999996,1643.849976,23.0,34.779999,28.030001000000002,5.03,18.530001000000002
2009-04-22,23.790001,33.740002000000004,8.82,16.9,1.134531,0.633171,38.860001000000004,1646.119995,23.780001000000002,34.0,28.01,4.92,18.504998999999998
2009-04-23,24.295,34.57,9.1,16.92,1.124853,0.625271,39.68,1652.209961,23.58,35.110001000000004,28.75,4.86,18.385
2009-04-24,24.26,35.169998,8.92,16.879998999999998,1.133744,0.625081,40.09,1694.290039,23.25,36.0,29.07,4.66,18.465
2009-04-27,23.75,34.09,8.15,17.0,1.1140430000000001,0.6208739999999999,39.970001,1679.410034,23.535,36.0,28.940001000000002,4.56,18.6
2009-04-28,23.715,34.279999,8.68,16.82,1.119928,0.621767,39.91,1673.810059,23.940001000000002,34.900002,29.59,4.84,18.575001
2009-04-29,23.775,34.970001,8.93,16.33,1.109891,0.623355,39.52,1711.939941,24.309998999999998,34.900002,29.24,4.88,18.4
2009-04-30,23.549999,33.939999,8.7,16.370001000000002,1.12259,0.6302180000000001,39.5,1717.300049,25.075001,34.75,29.32,4.89,18.424999
2009-05-01,23.705,33.889998999999996,10.38,16.17,1.11406,0.6240760000000001,39.200001,1719.199951,24.375,35.880001,29.889999,5.27,18.834999
2009-05-04,24.674999,35.470001,10.84,16.6,1.113177,0.6263479999999999,40.990002000000004,1763.560059,24.190001000000002,37.849998,30.809998999999998,5.44,19.23
2009-05-05,25.195,36.299999,12.69,17.059998999999998,1.117329,0.632903,42.759997999999996,1754.119995,24.754998999999998,37.959998999999996,30.5,5.39,19.16
2009-05-06,25.83,37.41,13.51,17.030001000000002,1.12382,0.635918,44.259997999999996,1759.0999760000002,25.004998999999998,38.709998999999996,30.790001,4.92,19.16
2009-05-07,24.790001,36.119999,14.17,17.1,1.1204610000000002,0.635699,43.169998,1716.2399899999998,25.825001,37.990002000000004,30.68,4.85,18.709999
2009-05-08,25.15,37.66,12.94,17.040001,1.131795,0.639513,44.700001,1739.0,25.525,38.970001,29.940001000000002,4.66,18.41
2009-05-11,25.15,37.099998,12.26,17.389999,1.138003,0.644045,43.950001,1731.2399899999998,26.190001000000002,38.549999,30.58,4.42,18.985001
2009-05-12,24.58,36.57,11.01,17.209999,1.122602,0.63805,43.299999,1715.9200440000002,26.110001,38.119999,30.709999,4.32,18.780001000000002
2009-05-13,23.67,34.860001000000004,11.31,17.0,1.117599,0.637169,41.41,1664.189941,26.290001,35.959998999999996,29.34,4.55,18.25
2009-05-14,24.030001000000002,35.400002,10.67,16.98,1.113846,0.631839,41.93,1689.209961,26.174999,36.029999,29.780001000000002,4.24,18.445
2009-05-15,23.865,35.0,11.73,16.879998999999998,1.119125,0.631512,41.790001000000004,1680.140015,26.775,39.0,29.6,4.68,18.43
2009-05-19,24.92,36.259997999999996,11.25,16.809998999999998,1.115117,0.62652,42.790001000000004,1732.359985,25.809998999999998,39.75,29.5,4.85,18.629998999999998
2009-05-20,24.965,36.810001,11.49,16.77,1.1168559999999998,0.626688,43.18,1734.540039,26.26,39.869999,30.690001000000002,4.8,18.889999
2009-05-21,24.23,35.529999,11.41,16.639999,1.1228639999999999,0.632099,41.529999,1727.839966,26.25,37.959998999999996,30.389999,4.58,18.665001
2009-05-22,24.014999,35.970001,11.07,16.639999,1.1317110000000001,0.634633,40.869999,1695.25,26.5,39.150002,31.34,4.51,18.639999
2009-05-25,24.635,36.779999,10.98,16.92,1.135825,0.635108,41.830002,1692.0100100000002,27.465,38.75,32.439999,4.65,18.655001000000002
2009-05-26,25.985001,38.810001,10.91,16.66,1.143834,0.63656,43.709998999999996,1750.430054,27.139999,39.0,32.59,4.77,18.965
2009-05-27,25.139999,37.75,11.3,17.0,1.139852,0.6328520000000001,41.790001000000004,1731.0799559999998,27.375,39.5,32.200001,4.86,18.895
2009-05-28,26.844998999999998,37.900002,11.27,17.09,1.136896,0.6372180000000001,43.380001,1751.790039,27.375,38.98,32.689999,5.06,19.155001000000002
2009-05-29,27.799999,38.18,11.21,17.190001000000002,1.1359270000000001,0.6350560000000001,43.799999,1774.3299559999998,27.75,39.169998,32.419998,5.32,19.35
2009-06-01,28.295,39.23,11.41,17.120001000000002,1.138843,0.640658,44.950001,1828.680054,28.08,40.75,32.709998999999996,5.07,19.34
2009-06-02,28.809998999999998,39.849998,11.21,17.0,1.153752,0.644835,45.07,1836.800049,27.645,41.400002,32.599998,4.97,19.5
2009-06-03,28.275,38.700001,11.87,16.969998999999998,1.1437540000000002,0.6439,44.099998,1825.9200440000002,27.375,40.650002,32.599998,5.5,19.41
2009-06-04,28.719998999999998,39.759997999999996,11.86,17.030001000000002,1.143384,0.647443,45.209998999999996,1850.02002,27.025,41.0,32.490002000000004,5.3,19.65
2009-06-05,29.059998999999998,40.150002,12.06,17.209999,1.161198,0.647368,45.220001,1849.4200440000002,27.440001000000002,43.400002,32.689999,5.3,19.495001000000002
2009-06-08,29.415001,40.470001,12.06,17.35,1.158678,0.6458550000000001,45.580002,1842.4000239999998,26.91,43.970001,32.330002,5.58,19.705
2009-06-09,28.75,40.259997999999996,11.98,17.07,1.152885,0.636636,45.07,1860.130005,26.975,43.290001000000004,32.139998999999996,5.86,19.605
2009-06-10,28.745001000000002,40.400002,12.97,16.85,1.136458,0.642192,45.23,1853.0799559999998,27.51,43.439999,31.68,5.59,19.535
2009-06-11,28.74,40.540001000000004,13.72,16.639999,1.144859,0.639721,45.32,1862.369995,27.34,43.919998,31.18,5.47,19.9
2009-06-12,28.764999,40.639998999999996,13.33,16.549999,1.1535819999999999,0.6445649999999999,45.599998,1858.800049,27.075001,43.540001000000004,31.07,5.32,19.985001
2009-06-15,28.43,40.029999,12.73,16.26,1.159832,0.6435609999999999,45.299999,1816.380005,27.055,42.259997999999996,30.200001,5.2,19.75
2009-06-16,28.305,39.669998,12.3,16.219998999999998,1.1694930000000001,0.644824,44.959998999999996,1796.180054,27.365,42.549999,30.18,5.3,19.625
2009-06-17,28.105,39.27,12.9,16.379998999999998,1.17526,0.643135,44.490002000000004,1808.060059,27.5,41.619999,30.190001000000002,5.26,19.25
2009-06-18,28.615,40.299999,13.22,16.41,1.173543,0.639075,45.619999,1807.719971,27.6,42.950001,29.620001000000002,5.33,19.205
2009-06-19,29.105,41.299999,11.94,16.35,1.182079,0.640896,46.540001000000004,1827.469971,27.924999,44.0,29.58,5.02,19.59
2009-06-22,28.495001000000002,40.799999,12.23,16.26,1.185613,0.6370100000000001,46.009997999999996,1766.189941,27.82,41.810001,28.91,4.85,19.055
2009-06-23,27.965,40.470001,12.35,16.209999,1.175778,0.6338550000000001,45.490002000000004,1764.9200440000002,27.655001000000002,42.200001,29.299999,5.14,19.315001000000002
2009-06-24,28.469998999999998,40.73,12.35,16.540001,1.176148,0.635299,46.779999,1792.339966,27.940001000000002,43.349998,30.139999,5.3,19.745001000000002
2009-06-25,29.325001,41.810001,12.75,16.48,1.184634,0.631941,47.759997999999996,1829.540039,27.77,43.43,30.18,5.1,20.25
2009-06-26,30.285,43.0,13.19,16.5,1.179058,0.62585,49.099998,1838.219971,27.98,44.41,30.25,5.11,20.275
2009-06-29,30.655001000000002,44.240002000000004,13.2,16.389999,1.16782,0.617671,49.98,1844.060059,27.9,42.849998,30.459999,5.06,20.18
2009-06-30,30.045,43.419998,13.05,16.68,1.178391,0.6210479999999999,49.02,1835.040039,27.985001,42.849998,29.9,5.18,20.18
2009-07-02,29.315001000000002,43.23,12.64,16.299999,1.170725,0.618958,48.619999,1845.719971,27.764999,43.419998,29.889999,4.96,20.135
2009-07-03,29.790001,43.48,12.15,16.620001000000002,1.176182,0.617325,49.099998,1796.52002,28.620001000000002,43.689999,29.940001000000002,4.89,20.24
2009-07-06,29.24,42.700001,12.15,16.35,1.1763379999999999,0.614065,48.650002,1787.4000239999998,27.700001,42.400002,29.42,4.7,19.915001
2009-07-07,28.775,41.389998999999996,11.84,16.4,1.172952,0.612951,47.290001000000004,1746.1700440000002,27.43,41.580002,28.959999,4.72,19.370001000000002
2009-07-08,28.16,40.23,11.97,16.35,1.165274,0.615466,45.950001,1747.1700440000002,27.995001000000002,41.490002000000004,28.49,5.04,19.415001
2009-07-09,28.155001000000002,40.220001,11.88,16.469998999999998,1.171222,0.615833,46.349998,1752.550049,27.700001,41.0,29.33,5.08,19.780001000000002
2009-07-10,28.41,40.470001,12.99,16.66,1.167194,0.6169939999999999,45.970001,1756.030029,27.975,39.939999,30.02,5.21,19.65
2009-07-13,29.025,41.490002000000004,12.91,16.639999,1.164334,0.6166159999999999,46.900002,1793.209961,28.16,41.779999,30.15,5.32,19.625
2009-07-14,29.48,42.139998999999996,13.42,16.85,1.158117,0.616189,48.099998,1799.72998,28.875,42.970001,30.08,5.58,19.725
2009-07-15,30.075001,43.310001,13.17,16.99,1.157074,0.617668,49.200001,1862.9000239999998,29.075001,43.189999,30.41,5.75,19.85
2009-07-16,29.895,43.049999,12.89,17.34,1.165032,0.614005,49.189999,1885.030029,29.225,44.049999,30.200001,5.75,20.110001
2009-07-17,29.93,42.889998999999996,12.24,17.27,1.163915,0.616926,49.169998,1886.609985,29.15,44.049999,30.75,5.89,20.1
2009-07-20,30.225,43.150002,12.19,17.33,1.161826,0.621232,49.5,1909.290039,29.299999,45.0,31.1,5.85,19.975
2009-07-21,29.950001,43.07,12.23,17.299999,1.1680780000000002,0.6313310000000001,49.150002,1916.199951,29.75,46.34,31.32,6.16,19.865
2009-07-22,29.91,42.950001,12.69,17.41,1.165223,0.635526,48.650002,1926.380005,30.035,46.5,30.68,6.2,19.709999
2009-07-23,30.844998999999998,43.82,12.51,17.34,1.160877,0.632692,50.0,1973.5999760000002,29.940001000000002,47.099998,31.370001000000002,6.27,19.85
2009-07-24,31.125,45.330002,13.09,17.43,1.157899,0.636933,51.669998,1965.959961,30.004998999999998,46.349998,31.01,6.33,19.75
2009-07-27,31.605,46.099998,13.34,17.58,1.162734,0.635456,52.5,1967.890015,30.129998999999998,46.5,30.98,6.4,19.674999
2009-07-28,31.075001,45.200001,13.52,17.690001000000002,1.156467,0.636684,51.669998,1975.5100100000002,30.695,45.549999,29.450001,6.18,19.75
2009-07-29,30.75,45.009997999999996,13.97,17.68,1.1579700000000002,0.6397619999999999,52.080002,1967.7600100000002,30.594998999999998,45.049999,29.190001000000002,6.16,19.860001
2009-07-30,31.075001,45.799999,14.79,17.530001000000002,1.16583,0.648407,52.799999,1984.300049,31.094998999999998,46.0,30.309998999999998,6.39,20.235001
2009-07-31,31.555,45.919998,15.32,17.629998999999998,1.157267,0.646897,54.02,1978.5,31.075001,45.459998999999996,29.93,6.77,20.844998999999998
2009-08-04,32.424999,46.900002,15.64,17.610001,1.1571049999999998,0.649727,54.549999,2008.609985,31.385,46.580002,29.469998999999998,6.76,21.125
2009-08-05,32.744999,47.639998999999996,16.66,17.51,1.160105,0.6529739999999999,54.369999,2011.310059,31.35,46.169998,28.93,6.74,20.93
2009-08-06,31.5,45.700001,16.700001,17.639999,1.166716,0.6540239999999999,52.41,1993.050049,30.85,45.900002,28.59,6.79,20.665001
2009-08-07,31.975,46.299999,16.42,17.709999,1.172029,0.654903,53.580002,1973.160034,31.235001,47.299999,28.9,6.83,21.0
2009-08-10,31.610001,45.470001,16.68,17.559998999999998,1.171461,0.6502180000000001,52.630001,2000.25,30.725,47.740002000000004,28.860001,6.63,20.9
2009-08-11,31.059998999999998,44.049999,15.85,17.52,1.1754930000000001,0.65091,50.759997999999996,1992.2399899999998,31.049999,47.610001000000004,29.25,6.8,20.629998999999998
2009-08-12,31.135,43.799999,15.93,17.58,1.175763,0.648131,50.830002,1969.72998,31.25,48.330002,29.639999,6.76,20.59
2009-08-13,31.65,44.43,17.0,17.639999,1.179326,0.648123,51.330002,1998.719971,31.305,49.990002000000004,30.530001000000002,7.01,20.475
2009-08-14,31.885,44.82,17.389999,17.559998999999998,1.169564,0.6460670000000001,51.290001000000004,2009.3499760000002,31.355,49.259997999999996,30.99,6.72,20.754998999999998
2009-08-17,31.1,43.669998,16.559998999999998,17.52,1.175743,0.653319,49.82,1985.52002,30.76,48.400002,30.139999,6.57,20.485001
2009-08-18,31.25,44.009997999999996,16.9,17.639999,1.166139,0.650184,49.700001,1930.839966,31.405001000000002,48.709998999999996,30.15,6.79,20.700001
2009-08-19,31.790001,44.369999,16.75,17.66,1.165361,0.6425810000000001,50.189999,1955.9200440000002,31.025,48.32,29.889999,6.68,20.66
2009-08-20,31.645,44.889998999999996,17.139999,17.84,1.1612870000000002,0.645717,50.400002,1969.2399899999998,30.879998999999998,48.27,29.629998999999998,6.79,20.465
2009-08-21,31.950001,45.200001,17.459999,18.040001,1.160696,0.644297,50.860001000000004,1989.219971,31.35,48.73,29.709999,7.14,20.4
2009-08-24,31.815001000000002,44.75,17.35,18.33,1.164497,0.6408229999999999,49.009997999999996,2020.9000239999998,31.18,48.450001,29.530001000000002,7.09,20.49
2009-08-25,32.860001000000004,46.470001,17.75,18.15,1.159218,0.640803,52.299999,2017.97998,30.790001,48.880001,29.639999,7.2,20.385
2009-08-26,33.125,46.669998,17.790001,18.17,1.171115,0.6416649999999999,53.650002,2024.22998,30.65,48.09,29.74,7.25,20.405001000000002
2009-08-27,34.195,48.110001000000004,17.92,18.27,1.161716,0.641338,54.119999,2024.430054,30.879998999999998,47.919998,29.34,7.2,20.315001000000002
2009-08-28,33.674999,46.400002,17.98,18.219998999999998,1.157844,0.64454,52.450001,2027.72998,30.629998999999998,47.560001,30.24,7.56,20.41
2009-08-31,33.84,45.860001000000004,17.59,18.280001000000002,1.152239,0.64536,53.0,2028.77002,30.365,46.34,30.139999,7.37,20.450001
2009-09-01,33.02,43.919998,16.459999,18.110001,1.147967,0.649378,51.040001000000004,2009.060059,30.635,46.32,29.700001,7.02,20.389999
2009-09-02,32.150002,42.970001,16.27,18.280001000000002,1.142242,0.643929,50.5,1968.890015,31.030001000000002,45.349998,30.27,6.99,20.07
2009-09-03,32.974998,44.189999,16.84,18.209999,1.139975,0.639969,51.209998999999996,1967.069946,30.754998999999998,46.889998999999996,30.219998999999998,7.17,20.200001
2009-09-04,33.599998,44.82,17.09,18.5,1.1335680000000001,0.6401819999999999,51.950001,1983.199951,31.34,47.84,30.799999,7.35,20.285
2009-09-08,33.689999,44.830002,17.02,18.52,1.132454,0.638998,51.880001,2018.780029,31.674999,48.400002,30.24,7.75,20.315001000000002
2009-09-09,33.275002,43.869999,17.040001,18.59,1.135908,0.637313,51.360001000000004,2037.77002,31.99,48.75,30.309998999999998,7.8,20.139999
2009-09-10,33.290001000000004,44.959998999999996,17.219998999999998,18.530001000000002,1.134887,0.6374609999999999,51.759997999999996,2060.389893,32.639998999999996,49.630001,30.450001,8.13,20.115
2009-09-11,33.375,45.630001,16.969998999999998,18.139999,1.1402510000000001,0.634459,51.830002,2084.02002,32.605,49.389998999999996,30.799999,7.87,20.219998999999998
2009-09-14,33.580002,46.700001,16.99,17.99,1.145283,0.6364,52.16,2080.899902,32.535,48.900002,30.67,7.92,20.549999
2009-09-15,34.009997999999996,48.5,16.790001,17.91,1.146775,0.644605,52.849998,2091.780029,32.395,49.119999,30.41,8.15,20.629998999999998
2009-09-16,34.125,48.599998,17.25,18.23,1.140098,0.6470739999999999,53.150002,2102.639893,32.615002000000004,49.650002,30.690001000000002,8.5,20.315001000000002
2009-09-17,34.224998,48.32,17.610001,18.02,1.138944,0.639692,53.75,2133.149902,32.445,50.0,30.540001,8.22,20.245001000000002
2009-09-18,34.299999,47.849998,17.629998999999998,17.959999,1.136522,0.637053,53.540001000000004,2126.75,32.375,48.259997999999996,30.5,8.2,20.205
2009-09-21,33.974998,47.830002,17.25,18.040001,1.142293,0.636424,52.880001,2132.860107,32.095001,48.599998,29.809998999999998,8.33,20.379998999999998
2009-09-22,34.419998,48.099998,17.610001,17.889999,1.144108,0.636538,53.860001000000004,2138.040039,32.125,48.529999,29.91,8.63,20.365
2009-09-23,34.43,48.18,17.5,17.75,1.134308,0.631097,54.119999,2146.300049,32.355,48.41,29.799999,8.54,20.674999
2009-09-24,33.875,47.080002,16.98,17.5,1.124433,0.635484,53.09,2131.419922,31.565001000000002,47.599998,29.58,8.11,20.635
2009-09-25,33.740002000000004,47.689999,16.6,17.5,1.1201709999999998,0.6372770000000001,53.049999,2107.610107,31.18,46.900002,29.610001,8.1,20.549999
